fdcId,description,foodCategory,brandOwner,brandName,packageWeight,publishedDate,Protein G,Total lipid (fat) G,"Carbohydrate, by difference G",Energy KCAL,Total Sugars G,"Fiber, total dietary G","Calcium, Ca MG","Iron, Fe MG","Sodium, Na MG","Vitamin C, total ascorbic acid MG",Cholesterol MG,"Fatty acids, total trans G","Fatty acids, total saturated G",Vitamin A UG,"Potassium, K MG",Vitamin D (D2 + D3) UG,"Sugars, added G"
2617100,ALL NATURAL GLUTEN FREE CHICKEN NUGGETS,"Frozen Poultry, Chicken & Turkey",Golden Platter Foods Inc.,GOLDEN PLATTER,24 oz,8/31/2023,18.8,9.41,8.24,194,0,0,0,0.85,400,1.4,47,0,2.35,0,,,
2604504," ALL NATURAL ROSEMARY & OLIVE OIL BASMATI RICE, ROSEMARY; OLIVE OIL",Flavored Rice Dishes,SLT Foods Inc.,HERITAGE SELECT,6.5 oz,7/13/2023,6.52,0,78.3,326,2.17,2.2,22,3.04,1000,,0,0,0,,87,0,0
2570670,ARTISANAL COLLECTION SPAGHETTI PASTA,Pasta by Shape & Type,Barilla G & R F.Lli S.P.A.,BARILLA,1 lb,6/29/2023,14.3,1.79,73.2,357,1.79,5.4,21,3.57,0,,0,0,0,,211,0,
2607109,AUTHENTIC BARREL RIPENED FETA CHEESE,Cheese,"Wdh, LLC",APHRODITE,6 oz,7/13/2023,14.3,25,0,286,0,0,214,0,1210,,82,0,17.9,,0,0,0
1861692,BERRY NUT BLEND BREAKFAST IN THE GO!,"Popcorn, Peanuts, Seeds & Related Snacks","Snyder's-Lance, Inc.",EMERALD,212.5 g/7.5 oz,7/29/2021,9.41,21.2,58.8,447,40,7.1,188,2.54,153,0,0,0,4.71,,,,
2624305," BLACK CHERRY PURE ENERGY SELTZER, BLACK CHERRY",Soda,Energy Beverages LLC,TRUE NORTH,12 fl oz,8/31/2023,0,0,0,0,0,,,,0,4.2,,,,63,,,0
2611238,BLUE LAKE CUT GREEN BEANS,Canned Vegetables,Del Monte Foods Inc.,DEL MONTE,14.5 oz,7/13/2023,0.83,0,2.48,17,0.83,0.8,26,0.41,314,,0,0,0,,79,0,0
2598948,BRIE TRIPLE CRME SOFT-RIPENED CHEESE,Cheese,Besnier S.A.,PRSIDENT,8 oz,7/13/2023,14.3,39.3,0,393,0,0,286,0,500,,107,0,25,,0,0,0
2614606,BUFFALO STYLE WHIPPED CREAM CHEESE SPREAD,Cheese,Kraft Heinz Foods Company,PHILADELPHIA,7.5 oz,8/31/2023,4.55,13.6,13.6,205,4.55,4.5,0,0,682,,45,0,9.09,614,0,0,0
2562699," CHEDDAR & SOUR CREAM FLAVORED POTATO CHIPS, CHEDDAR; SOUR CREAM","Chips, Pretzels & Snacks",Frito-Lay Company,RUFFLES,1.5 oz,6/29/2023,7.06,35.3,54.1,541,4.71,4.7,47,1.88,659,14.1,0,0,4.71,,1200,0,
2216356," CHOCOLATE CAKE HOOPIE PIES,  CHOCOLATE CAKE","Cakes, Cupcakes, Snack Cakes","US Foods, LLC",WAXHAW BAKING CO.,4 oz/113 g,1/6/2022,4.42,14.2,40.7,345,27.4,0.9,27,4.78,520,0,5310,0,4.42,,,,
2565292," CHOCOLATE CHIP PROTEIN MUFFIN MIX, CHOCOLATE","Cake, Cookie & Cupcake Mixes","Continental Mills, Inc. ",KRUSTEAZ,16.22 oz,6/29/2023,13,6.49,68.8,390,41.6,5.2,169,2.99,364,,0,0,2.6,,377,0,36.4
2689988,Ciabatta Pepper Jack Melt WG,Sandwiches/Filled Rolls/Wraps,East Side Entrees,ES Foods,3.9 ONZ,5/16/2024,14.4,16.2,24.3,297,1.8,1.8,324,0.9,658,0,45,0,9.01,0,126,0,0.9
1909487," COCONUT WATER BARS, MANGO",Ice Cream & Frozen Yogurt,C2O LLC,C2O,12 fl oz/356 mL,7/29/2021,0,3.37,19.1,112,18,1.1,0,0,62,2.7,0,0,3.37,,213,,
2625976," DEATH WISH COFFEE CO LATTE, 8 FL OZ",Other Drinks,Death Wish Coffee Company LLC,DEATH WISH COFFEE CO,8 fl oz,8/31/2023,2.5,1.25,12.9,71,12.1,0,88,0.08,112,,6,0,1.04,46,158,0,8.3
2536550,DRIED CHERRIES,Wholesome Snacks,,PF SNACKS,5 oz,4/27/2023,0,0,77.5,325,75,0,100,0.9,0,,0,0,0,,175,,32.5
2642921,DULCE DE LECHE CREAM  WAFER COOKIES,Crackers & Biscotti,Tug Records,BRIDGE,5.33 oz,9/14/2023,6.06,27.3,69.7,545,36.4,0,0,1.52,76,,0,0,13.6,,0,0,36.4
2677752," EARLY BIRD MULTI SEED ORGANIC SMALL BATCH BREAD, EARLY BIRD MULTI SEED",Breads & Buns,"Whole Foods Market, Inc.",365 EVERYDAY VALUE,28 oz/795 g,11/16/2023,9.26,7.41,42.6,278,5.56,3.7,37,2.67,333,2.2,0,0,0,0,167,,
2636702,EGGPLANT,Pre-Packaged Fruit & Vegetables,"Ahold USA, Inc. ",NATURE'S PROMISE,10 oz/283 g,9/14/2023,0,0,5.95,24,3.57,3.6,0,0,0,1.4,0,0,0,0,,,
2616184,EVERYTHING DELI-STYLE BREADSTICKS,Breads & Buns,A Angonoa Inc,ANGONOA,8 oz,8/31/2023,13.3,10,66.7,400,0,6.7,133,4.8,1000,0,0,0,0,0,,,
2597083,EXTRA SHARP WHITE CHEDDAR CHEESE,Cheese,"Borden, Inc.",BORDEN,8 oz,7/13/2023,21.4,32.1,3.57,393,0,0,711,0,643,,107,0,17.9,,0,0,0
2614705," FOUR CHEESE RAVIOLI PASTA, RICOTTA; MOZZARELLA; PARMESAN; ROMANO",Other Deli,Buitoni Food Company,BUITONI,20 oz,8/31/2023,11.8,8.6,36.6,269,2.15,2.2,151,1.08,527,,49,0,3.23,,151,0,0
1796587,FRENCH BREAD,Breads & Buns,"La Campagne, Ltd.",LA CAMPAGNE BAKERY,650 g,6/17/2021,9.3,2.33,51.2,279,0,2.3,70,2.51,605,0,0,,1.16,,,,
2595928," FRIED ONION RING POTATO CRISPS, FRIED ONION","Chips, Pretzels & Snacks",The Kellogg Company,PRINGLES,5.5 oz,7/13/2023,3.57,32.1,57.1,536,3.57,3.6,0,1.43,750,,0,0,8.93,,393,0,0
2622491," GINSENG AND HONEY GREEN TEA, GINSENG AND HONEY",Iced & Bottle Tea,Ferolito Vultaggio & Sons,ARIZONA,12 oz,8/31/2023,0,0,7.5,29,7.08,0,0,0,4,25,0,0,0,0,,,
2583671,GRAIN FREE CHIPOTLE BBQ TORTILLA CHIPS,"Chips, Pretzels & Snacks",Garza Food Ventures,SIETE,4 oz,6/29/2023,3.57,25,75,500,7.14,10.7,71,2.14,536,,0,0,3.57,,536,0,3.6
2629440,HOMESTYLE SAUERKRAUT,"Pickles, Olives, Peppers & Relishes",Del Monte Foods Inc.,DEL MONTE,32 oz,8/31/2023,0,0,3.33,17,0,0,27,0.67,700,,0,0,0,,130,0,0
2569535,HOT CHICKEN WING SAUCE,"Seasoning Mixes, Salts, Marinades & Tenderizers",Baldwin Richardson Foods Company,NANCE'S,12 oz,6/29/2023,0,0,9.38,47,6.25,3.1,28,0,2470,,0,0,0,,250,0,3.1
1917952," HOT CHOCO LATE, ORANGE",Powdered Drinks,Beaumont Corp.,CHOCOLATERIE MONBANA,8 oz/227 g,7/29/2021,10,5,80,335,65,10,0,22.5,5,0,0,0,5,,,,
2618977," ITALIAN SAUSAGE GARLIC & ROMANO SAUCE,  ITALIAN SAUSAGE",Prepared Pasta & Pizza Sauces,"Mizkan America, Inc.",BERTOLLI,24 oz/680 g,8/31/2023,2.36,2.36,11,71,10.2,0.8,31,1.42,402,16.5,4,0,0.39,177,,,
1983487," JAM, PEACH MANGO HABANERO","Jam, Jelly & Fruit Spreads",Clear Creek Orchard,CLEAR CREEK ORCHARD,9 oz/255.14 g,7/29/2021,7.75,0,115,453,113,15.5,106,1.9,22,182,0,,,,,,
2183081,Kellogg's Sultana Bran Buds 450g,Breakfast Cereals - Hot And Cold,No Brand Owner supplied for New Zealand Data,Kellogg's,450g,10/28/2021,8,1.71,66.9,348,24,14.9,,8.57,123,,,,0.29,,,,
2583374," KETO FRIENDLY CHOCOLATE MINT SANDWICH COOKIES, CHOCOLATE; MINT",Cookies & Biscuits,Catalina Snacks Inc.,CATALINA CRUNCH,,6/29/2023,16.7,25,50,375,8.33,12.5,125,4.17,396,,0,0,12.5,,125,0,8.3
2598227," KETTLE COOKED CRACKED PEPPER & SEA SALT FLAVORED POTATO CHIPS, PEPPER; SEA SALT","Chips, Pretzels & Snacks",Herr Foods Inc.,HERR'S,7.5 oz,7/13/2023,7.14,28.6,57.1,500,3.57,3.6,43,0,1500,21.4,0,0,7.14,,1170,0,0
2569209," KETTLE COOKED MESQUITE BBQ FLAVORED POTATO CHIPS, MESQUITE BBQ","Chips, Pretzels & Snacks",Herr Foods Inc.,HERR'S,7.5 oz,6/29/2023,7.14,28.6,60.7,500,7.14,3.6,25,0,821,21.4,0,0,7.14,,1100,0,7.1
2653691," LIGHTLY SALTED BARBECUE FLAVORED POTATO CHIPS, BARBECUE","Chips, Pretzels & Snacks",Frito-Lay Company,LAY'S,2.625 oz,10/26/2023,7.14,32.1,57.1,571,7.14,3.6,36,2.14,214,12.9,0,0,5.36,,1360,0,3.6
1955382," LITE EXPORT SODAS CRACKERS, LITE",Crackers & Biscotti,Rovira Biscuit Corporation,ROVIRA,20.1 oz/569.8 g,7/29/2021,6.67,3.33,53.3,300,0,0,13,320,567,,0,0,0,,67,,0
2603373,LOW CARB TRADITIONAL STYLE WHITE FLOUR WRAP,Mexican Dinner Mixes,Mi Ranchito Corporation,MI PANCHITO,,7/13/2023,9.52,11.9,26.2,190,0,16.7,152,2.38,381,,0,0,5.95,,21,0,0
2674806,LOW MOISTURE PART SKIM MOZZARELLA STRING CHEESE,Cheese,"Lactalis American Group, Inc. ",GALBANI,24 oz,11/16/2023,25,21.4,0,286,0,0,661,0,607,,71,0,12.5,,86,0,0
2631585,MANZANILLA OLIVES PIMIENTOS & CAPERS ALCAPARRADO,"Pickles, Olives, Peppers & Relishes","Goya Foods, Inc. ",GOYA,g,9/14/2023,0,13.3,6.67,133,,,,,2200,,,,0,,,,
2568213,MAPLE  PORK SAUSAGE LINKS,"Sausages, Hotdogs & Brats",Smithfield Farmland Corp.,SMITHFIELD,,6/29/2023,3.81,8.57,1.9,100,1.43,0,5,0.24,362,,19,0,2.86,,71,1,1
2114711,MARSHMALLOW MICE,Candy,Walgreens Co.,FRIGHTFULLY YUMMY,0.7 oz/20 g,10/28/2021,5,0,75,350,50,,,,0,,0,0,0,,,,50
2616495,MEDIUM CHUNKY SALSA,"Oriental, Mexican & Ethnic Sauces",Herr Foods Inc.,HERR'S,16 oz,8/31/2023,0,0,6.67,33,6.67,0,0,0,533,16,0,0,0,60,,,
2563820," MEXICAN MOCHA WITH CHOCOLATE BITS INCLUSIONS COFFEE, MOCHA",Coffee,"Trilliant Food and Nutrition, LLC",CAF CAPS,0.67 oz,6/29/2023,5.26,10.5,31.6,211,15.8,0,53,2.63,289,,0,0,7.89,,368,0,15.8
2692200,Mexican Original 12 Inch White Heat Pressed Flour Tortillas,Biscuits/Cookies,Tyson Foods Inc.,Mexican Original,33 LBR,5/16/2024,7.47,,49.2,294,2.62,1,106,2.84,858,,0,0.1,2.27,,96,0,1.5
2653229,MINI MARIA COOKIES,Cookies & Biscuits,"Goya Foods, Inc. ",GOYA,12.35 oz,10/26/2023,6.45,9.68,80.6,452,22.6,3.2,0,0,306,,0,0,4.84,,0,0,22.6
2653684,MINIS GARDEN SALSA FLAVORED WHOLE GRAIN SNACKS,"Chips, Pretzels & Snacks",Frito-Lay Company,SUNCHIPS,0.5 oz,10/26/2023,7.09,24.8,63.8,496,7.09,7.1,71,2.13,496,,0,0,0,,284,0,7.1
2584567,NO. 22 MEMPHIS-STYLE SWEET SMOKY BARBEQUE SAUCE,Other Cooking Sauces,Lillie's Q Sauces & Rubs,LILLIE'S Q,21 oz,6/29/2023,0,0,41.2,176,38.2,0,44,0,765,,0,0,0,,250,0,35.3
1859920,NUTS & SEEDS,"Popcorn, Peanuts, Seeds & Related Snacks","Bay Valley Foods, LLC",ORCHARD RESERVE,198 g/7 oz,7/29/2021,13.3,26.7,50,500,33.3,6.7,67,1.2,200,0,0,0,3.33,,,,
2598460," ORGANIC BEET + CHERRY JUICE, BEET; CHERRY","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Royal Wine Corporation,BEETOLOGY,8.45 fl oz,7/13/2023,1.2,0,9.2,40,6.8,2,0,0.28,0,,0,0,0,,204,0,0
2612374,ORGANIC BENGAL GRAM SPLIT CHANA DAL,Vegetable and Lentil Mixes,SLT Foods Inc.,KHAZANA,64 oz,7/13/2023,20,0,59,470,0,8,20,3.6,10,,0,0,0.03,,120,0,0
2564485," ORIGINAL GARLIC PICKLES, GARLIC","Pickles, Olives, Peppers & Relishes",Carl Kuhne Kg,KHNE,24.3 fl oz,6/29/2023,0,0,10.7,54,10.7,,,,714,,0,,,,,,10.7
2653853,ORIGINAL ICED W/ MILK CAPPUCCINO,Other Drinks,J & J Dairy Products Inc.,J & J,11 fl oz,10/26/2023,0.62,1.38,11.7,62,11.4,0,22,0,11,,5,0,0.92,,62,0,10.5
2059532,ORIGINAL SEASONING,"Seasoning Mixes, Salts, Marinades & Tenderizers","McCormick & Company, Inc.",FRANK'S REDHOT,15.3 oz/434 g,10/28/2021,0,0,0,0,,,,,24200,,,,,,,,
2657828,PEPPER JACK NATURAL CHEESE,Cheese,"Agri-Mark, Inc.",CABOT CREAMERY,8 oz,10/26/2023,21.4,28.6,3.57,393,0,0,714,0,714,,89,0,17.9,,71,0,0
2629541,PEPPERMINT MOCHA CREAMED COLD BREW COFFEE,Other Drinks,"Danone US, LLC",STK,48 fl oz,8/31/2023,1.39,0.97,6.39,42,5.28,0,50,0.14,29,,4,0,0.56,,167,0,3.6
2571301,PIZZA TURNOVERS EMPANADILLAS,Frozen Bread & Dough,Productos Kikuet Inc.,KIKUET,,6/29/2023,3.33,13.3,40,300,4.44,1.1,119,2.22,656,,11,0,3.89,,33,0,1.1
2629427,POLAR BEAR MIX ASSORTED CHOCOLATE CONFECTIONS,Candy,"Ferrero U.S.A., Incorporated",KINDER,,8/31/2023,8,36,56,560,56,0,292,0,120,,40,0,24,,380,0,40
2631752," POMEGRANATE CHERRY SPARKLING SELTZER WATER, POMEGRANATE; CHERRY",Water,"Dr. Pepper/Seven Up, Inc.",CANADA DRY,2.1 qt,9/14/2023,0,0,0,0,0,,,,0,,,,,,,,0
1873285," PREMIUM TEA BAGS, ENGLISH BREAKFAST",Tea Bags,"Redco Foods, Inc.",RED ROSE,1.55 oz/44 g,7/29/2021,0,0,0,0,0,,0,0,0,0,,,,,,,
2674921," PUMPKIN CARAMEL APPLE MILK CHOLOCOLATE, PUMPKIN; CARAMEL APPLE",Chocolate,Russell Stover Candies Inc.,RUSSELL STOVER,1.3 oz,11/16/2023,5.41,21.6,62.2,459,51.4,2.7,127,1.08,189,,27,0,13.5,,214,0,45.9
1857023," RAW ORGANIC HONEY, WILDFLOWER",Honey,"Honeytree, Inc.",HONEYTREE'S,12 oz/340 g,7/29/2021,0,0,81,286,81,,,,0,,,,,,,,
1912953," RAW UNFILTERED SOUTHERN CALIFORNIA HONEY, BUCKWHEAT",Honey,Honey Pacifica,HONEY PACIFICA,16 oz/1 lbs,7/29/2021,0,0,81,286,76.2,0,0,0,0,0,0,0,0,,,,
2631508,RUFFLES KETTLE COOKED ALL DRESSED FLAVORED POTATO CHIPS,"Chips, Pretzels & Snacks",Frito-Lay Company,LAY'S,8 oz,9/14/2023,7.14,28.6,60.7,536,3.57,0,36,2.14,571,,0,0,3.57,,1290,0,
2131572,SAUCE INCLUDED STIR FRY KIT PAD THAI,Pre-Packaged Fruit & Vegetables,The Kroger Co.,KROGER,19 oz/539 g,10/28/2021,1.82,0.91,14.6,73,10,1.8,47,0.91,336,,0,0,0,,252,,8.2
2623145,SAUSAGE & CHEESE OMELETS,Frozen Dinners & Entrees,"Eggland's Best, Inc.",EGG-LAND'S BEST,3.9 oz,8/31/2023,12.6,16.2,4.5,207,1.8,0,162,1.26,559,,212,0,4.5,117,126,7,0
2616866," SAUSAGE, EGG & CHEESE CASSEROLE BITES",Frozen Dinners & Entrees,The Hillshire Brands Company,JIMMY DEAN,9 oz,8/31/2023,13.1,17.9,4.76,226,1.19,1.2,119,1.29,690,1.4,214,0,7.14,86,,,
1925211," SELTZER, CRANBERRY CIDER",Water,Polar Corporation,POLAR,1 L/33.8 fl oz,7/29/2021,0,0,0,0,0,,,,0,,,,,,,,
2598751,SHAVED AGED ASIAGO CHEESE,Cheese,Saputo Cheese USA Inc.,STELLA,5 oz,7/13/2023,28.6,28.6,7.14,393,0,3.6,536,0,1070,,125,0,17.9,,0,0,0
1930156,SLOPPY BOUDREAUX,Other Cooking Sauces,Cajun Power Sauce Manufacturing,CAJUN POWER,16 oz/454 g,7/29/2021,2.08,6.25,14.6,125,8.33,2.1,0,0,979,5,0,0,0,,,,
2083865," SPARKLING SPRING WATER, NATURAL ORANGE",Water,Crystal Geyser Water Company,CRYSTAL GEYSER,42.3 fl oz/1.25 L,10/28/2021,0,0,0,0,,,,,15,,,,,,,,
2588373," SPICY SWEET CHILI FLAVORED TORTILLA CHIPS, SPICY SWEET CHILI","Chips, Pretzels & Snacks",Frito-Lay Company,DORITOS,11 oz,6/29/2023,7.14,25,64.3,536,3.57,3.6,107,1.07,1000,,0,0,3.57,,179,0,
2607554,SPIRULINA SUPER CRISPS,Other Snacks,Orga Foods,ORGA FOODS,4 oz,7/13/2023,21.4,46.4,32.1,607,3.57,21.4,393,9.29,821,,0,0,5.36,,679,0,0
2578319,STONE GROUND  MUSTARD,"Ketchup, Mustard, BBQ & Cheese Sauce","Black Bear Enterprise, Inc.",BLACK BEAR,9 oz,6/29/2023,0,0,40,200,20,0,0,0,1600,,0,0,0,,0,0,20
1928094," SUPERFOOD BAR , PUMPKIN SEED, DARK CHOCOLATE","Snack, Energy & Granola Bars","PepsiCo, Inc. (Health Warrior)",HEALTH WARRIOR,420 g/14.8 oz,7/29/2021,22.9,37.1,31.4,486,17.1,5.7,57,7.71,171,0,0,0,7.14,,,,
2655300," TAKE & BAKE LARGE CLASSIC PEPPERONI PIZZA, PEPPERONI",Pizza Mixes & Other Dry Dinners,GREAT KITCHENS FOOD COMPANY,CUCINA GRANDE,34.3 oz,10/26/2023,10.7,13.1,27.9,270,1.64,1.6,156,1.8,615,,25,0,6.56,,172,0,1.6
2566061,THIN WHEAT THE SUPER SNACK CRACKER,Flavored Snack Crackers,Lieber Chocolate & Food Products Co.,LIEBER'S,8.5 oz,6/29/2023,6.9,12.1,75.9,414,13.8,10.3,0,3.1,690,,0,0,1.72,,345,0,13.8
2581266,TOMATO BASIL  PASTA SAUCE,"Seasoning Mixes, Salts, Marinades & Tenderizers","Patsy's Brand, Inc.",PATSY'S,24 oz,6/29/2023,0.88,3.98,4.42,53,,,,,221,,0,0,0.44,,,,
2020727," TRADITIONAL LIGHT SOUP, VEGETABLE BARLEY, VEGETABLE BARLEY",Canned Soup,"Weis Markets, Inc.",WEIS,18.5 oz/524 g,10/28/2021,0.82,0,5.76,25,1.23,0.8,16,0.3,259,0,0,0,0,,177,,
2570043,TRI-COLOR PEARL COUSCOUS,Vegetable and Lentil Mixes,Riviana Foods Inc.,RICE SELECT,24.5 oz,6/29/2023,10.7,1.79,73.2,375,1.79,3.6,0,1.79,18,,,0,0,,225,,1.8
1884323,TRIPLE LAYER CHOCOLATE FUDGE CAKE,"Cakes, Cupcakes, Snack Cakes","Dawn Food Products, Inc. ",,78 oz/2.21 kg,7/29/2021,2.86,15.7,57.1,386,42.9,1.4,29,2.57,343,0,29,0,6.43,,,,
2694768," Tyson Red Label Fully Cooked Unbreaded Fajita Seasoned Chicken Breast Strips, Small ",Meat/Poultry/Other Animals - Prepared/Processed,Tyson Foods Inc.,Tyson Red Label,10 LBR,6/13/2024,22.6,,3.71,147,0.31,0.5,13,0.78,480,,73,0.04,1.19,,560,0,0
2614301," VANILLA CREAM MEAL REPLACEMENT SMOOTHIE MIX, VANILLA",Powdered Drinks,KSF Acquisition Corporation,SLIMFAST,,8/31/2023,46.2,11.5,26.9,385,3.85,19.2,885,28.1,654,104,19,0,0,577,885,10,0
2616365,VEGGIE TRICOLOR ROTINI PASTA,Pasta by Shape & Type,Riviana Foods Inc.,RONZONI,12 oz,8/31/2023,14.3,1.79,71.4,357,5.36,3.6,48,3.57,36,,0,0,0,64,339,0,0
2570950," VERMONT MAPLE SYRUP FULLY COOKED BREAKFAST SAUSAGE, VERMONT MAPLE SYRUP","Sausages, Hotdogs & Brats","Johnsonville Sausage, L.L.C.",JOHNSONVILLE,9.6 oz,6/29/2023,15.6,28.9,4.44,333,2.22,,,0.8,1020,,67,0,10,,,,
1924362," WHOLE GRAIN BREAD, SWEETENED WITH HONEY & MOLASSES",Breads & Buns,Wendel's Specialty Bread,WENDEL'S,24 oz/680.38 g,7/29/2021,7.3,1.22,46.2,219,4.87,4.9,0,2.63,584,14.6,0,0,0,,,,
2598187,WHOLE LARGE HEARTS IN BRINE ARTICHOKES,Canned Vegetables,"George DeLallo Co., Inc.",DELALLO,14.1 oz,7/13/2023,3.57,0,3.57,36,0,3.6,36,0.71,339,,0,0,0,,179,0,0
2622181," ZERO-CALORIE SODA, CITRUS",Soda,Coca-Cola USA Operations,MELLO YELLO,2 L/67.6 fl oz,8/31/2023,0,0,0,0,,,,,14,,,,,,,,
2051505,"!HOLLA NOLLA!, BON TEMPS!, REAL RESTAURANT TORTILLA CHIPS","Chips, Pretzels & Snacks","Hola Nola Foods, LLC",HOLA NOLA,12 oz/340 g,10/28/2021,7.14,21.4,64.3,482,0,7.1,71,1.29,393,10.7,0,0,17.9,,,,
2157882,"!LUCHA GRANDE! CANDY, GUAVA, MANGO CHILE",Candy,Ferrara Candy Company,NERDS,10 oz/283.4 g,10/28/2021,0,0,91.7,375,91.7,,,,0,,,,,,,,91.7
1959092,"""""ALLA NORMA"""" WITH EGGPLANT & RICOTTA SALATA",Prepared Pasta & Pizza Sauces,"Aqualink Nevada, LLC",,1 Quart/32 fl oz,7/29/2021,1.27,3.8,6.33,59,3.8,1.7,17,0.46,131,11.4,2,0,0.63,,,,
1459044,"""""BACN,BITS,FC,FINE,FL,2/5#""""",Meat/Poultry/Other Animals  Prepared/Processed,SMITHFIELD FOODS INC.,Farmland,,3/19/2021,28.6,50,0,571,0,0,0,0,1790,0,143,0,14.3,,,,
1460529,"""""BACN,CAND,FL,4PC, Z""""",Meat/Poultry/Other Animals  Prepared/Processed,"Farmland Foods, Inc.",Farmland,,3/19/2021,16.1,4.46,1.79,107,1.79,0,36,0.64,1340,0,45,,1.79,,,,
1459504,"""""BACN,CHIPS,DICED,FC,FL,2/5#""""",Meat/Poultry/Other Animals  Prepared/Processed,SMITHFIELD FOODS INC.,Farmland,,3/19/2021,26.7,46.7,0,533,0,0,0,0,1730,0,100,0,20,,,,
1459260,"""""BACN,DICED,RDY TO COOK,3/10#,Z""""",Meat/Poultry/Other Animals  Prepared/Processed,"Farmland Foods, Inc.",Farmland,,3/19/2021,21.4,50,0,571,,0,0,0,2000,0,71,0,21.4,,,,
1458695,"""""BACN,HRI,DBLSMK,GM,14/18,GF,15#,Z""""",Meat/Poultry/Other Animals  Prepared/Processed,SMITHFIELD FOODS INC.,Farmland,,3/19/2021,20,40,0,400,0,0,0,0,1730,0,67,,13.3,,,,
1460317,"""""BACN,HRI,DBLSMK,GM,18/22,GF,15#,Z""""",Meat/Poultry/Other Animals  Prepared/Processed,"Farmland Foods, Inc.",Farmland,,3/19/2021,26.7,46.7,0,533,0,0,0,0,2200,0,67,,16.7,,,,
1459561,"""""BACN,HRI,DBLSMK,SM,14/18,30#,Z""""",Meat/Poultry/Other Animals  Prepared/Processed,SMITHFIELD FOODS INC.,Farmland,,3/19/2021,31.6,52.6,0,579,,0,0,0,1790,0,132,,13.2,,,,
1459034,"""""BACN,HRI,NW-SM,14/18,GF,15#""""",Meat/Poultry/Other Animals  Prepared/Processed,"Farmland Foods, Inc.",Farmland,,3/19/2021,26.3,42.1,0,474,,0,0,1.89,1840,0,53,,15.8,,,,
1459751,"""""BACN,HRI,SM,18/22,15#,Z""""",Meat/Poultry/Other Animals  Prepared/Processed,"Farmland Foods, Inc.",Farmland,,3/19/2021,26.7,46.7,0,533,0,0,0,2.4,1800,0,100,,20,,,,
1457534,"""""BACN,HRI,SM,FL,14/18,10#,Z""""",Meat/Poultry/Other Animals  Prepared/Processed,SMITHFIELD FOODS INC.,Farmland,,3/19/2021,,,,600,,,,,,,,,,,,,
1459025,"""""BACN,PIECES,FC,FL,2/5#""""",Meat/Poultry/Other Animals  Prepared/Processed,SMITHFIELD FOODS INC.,Farmland,,3/19/2021,27.8,50,0,578,11.1,0,0,0,1690,0,94,0,13.9,,,,
1457526,"""""BACN,SLAB,FL,11/13 DRIN,2PC,Z""""",Meat/Poultry/Other Animals  Prepared/Processed,"Farmland Foods, Inc.",Farmland,,3/19/2021,,,,438,,,,,,,,,,,,,
1460249,"""""BACN,SLAB,SLCD,MR,10/14,30#,Z""""",Meat/Poultry/Other Animals  Prepared/Processed,SMITHFIELD FOODS INC.,Farmland,,3/19/2021,26.7,46.7,0,533,0,0,0,2.4,1800,0,100,,20,,,,
1458431,"""""BACN,SLAB,SLCD,MR,14/18,30#,Z""""",Meat/Poultry/Other Animals  Prepared/Processed,"Farmland Foods, Inc.",Farmland,,3/19/2021,26.7,46.7,0,533,0,0,0,0,1800,0,100,,20,,,,
1460107,"""""BACN,SLAB,SLCD,MR,18/22,30#,Z""""",Meat/Poultry/Other Animals  Prepared/Processed,"Farmland Foods, Inc.",Farmland,,3/19/2021,26.7,46.7,0,533,0,0,0,2.4,1800,0,100,,20,,,,
1457686,"""""BACN,SLCD,SMKD,BULK,10#,Z""""",Meat/Poultry/Other Animals  Prepared/Processed,SMITHFIELD FOODS INC.,Farmland,,3/19/2021,26.7,46.7,0,533,,0,0,0,1800,0,100,,20,,,,
1458545,"""""BACN,SS,BM,18/22,15#,Z""""",Meat/Poultry/Other Animals  Prepared/Processed,SMITHFIELD FOODS INC.,Farmland,,3/19/2021,26.7,46.7,0,533,0,0,0,2.4,1800,0,100,,20,,,,
1460006,"""""BACN,SS,NW-SM,14/18,15#""""",Meat/Poultry/Other Animals  Prepared/Processed,"Farmland Foods, Inc.",Farmland,,3/19/2021,26.3,47.4,0,526,0,0,0,0,1790,0,79,,18.4,,,,
1458169,"""""BACN,SS,SM,14/18,15#,Z""""",Meat/Poultry/Other Animals  Prepared/Processed,"Farmland Foods, Inc.",Farmland,,3/19/2021,26.3,47.4,0,526,0,0,0,1.89,1790,0,79,,18.4,,,,
1458819,"""""BACN,SS,SM,22/26,15#,Z""""",Meat/Poultry/Other Animals  Prepared/Processed,SMITHFIELD FOODS INC.,Farmland,,3/19/2021,15.4,46.2,0,538,0,0,0,2.77,1770,0,77,,19.2,,,,
2195617,"""""BEEF 'N BURGER"""" SEASONING MIX, """"BEEF 'N BURGER""""","Seasoning Mixes, Salts, Marinades & Tenderizers",Lillie's Of Charleston,LILLIE'S OF CHARLESTON,3.5 OZ/99 G,12/1/2021,0,0,52.6,263,,,,,12600,,,,,,,,
1457900,"""""BEEF,GRND,CHUCK,PTY,20/8OZ,FBAB-GM,10#,Z""""",Meat/Poultry/Other Animals  Prepared/Processed,"Farmland Foods, Inc.",FARMLAND,,3/19/2021,17.2,25.1,0,300,,0,9,1.59,53,0,70,1.98,10.1,,,,
