fdcId,description,foodCategory,brandOwner,brandName,packageWeight,publishedDate,Protein G,Total lipid (fat) G,"Carbohydrate, by difference G",Energy KCAL,Total Sugars G,"Fiber, total dietary G","Calcium, Ca MG","Iron, Fe MG","Sodium, Na MG","Vitamin C, total ascorbic acid MG",Cholesterol MG,"Fatty acids, total trans G","Fatty acids, total saturated G",Vitamin A UG,"Potassium, K MG",Vitamin D (D2 + D3) UG,"Sugars, added G"
2084670,100% UNSWEETENED WHITE GRAPEFRUIT JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Schnuck Markets, Inc.",SCHNUCKS,64 fl oz/2 Quart/1.89 L,10/28/2021,0,0,10.4,42,10,,,,15,32.5,,,,,,,
1141868,"100% VALENCIA ORANGE JUICE, ORANGE","Fruit & Vegetable Juice, Nectars & Fruit Drinks",LIDL,,,11/30/2020,0.89,0,10.9,47,9.78,,13,,2,17.3,,,,,156,,
2477175,"100% VEGETABLE & FRUIT JUICE BLEND, PEACH MANGO","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Ahold USA, Inc. ",AHOLD,46 fl oz/1.36 L,2/16/2023,0.42,0,11.7,50,10.8,0,8,0.17,29,25,0,0,0,,88,,
2477174,"100% VEGETABLE & FRUIT JUICE BLEND, POMEGRANATE BLUEBERRY","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Ahold USA, Inc. ",AHOLD,46 fl oz/1.36 L,2/16/2023,0,0,10.4,42,9.58,0,8,0.17,25,25,0,0,0,,117,,
2477177,"100% VEGETABLE & FRUIT JUICE BLEND, STRAWBERRY BANANA","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Ahold USA, Inc. ",AHOLD,46 fl oz/1.36 L,2/16/2023,0.42,0,11.2,46,10,0,8,0.17,29,25,0,0,0,,104,,
1627362,"100% VEGETABLE & FRUIT JUICE, STRAWBERRY BANANA","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Campbell Soup Company,V8,,3/19/2021,0,0,11.2,46,9.17,0,8,0.15,29,25,0,0,0,,142,,
1873086,"100% VEGETABLE AND FRUIT JUICE, POMEGRANATE & BLUEBERRY","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Aldi Inc.,NATURE'S NECTAR,46 fl oz/1.36 L,7/29/2021,0.42,0,9.58,42,8.75,0,0,0.15,25,25,0,0,0,,23,,
2250342,"100% VEGETABLE BLEND JUICE FROM CONCENTRATE, VEGETABLE BLEND","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Tops Markets, LLC",TOPS,46 fl oz/1.36 L,4/1/2022,0.83,0,4.17,21,2.92,0.8,12,0.42,267,45,0,0,0,,186,,
2254785,"100% VEGETABLE BLEND LOW SODIUM JUICE FROM CONCENTRATE, VEGETABLE BLEND","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Tops Markets, LLC",TOPS,46 fl oz/1.36 L,4/1/2022,0.83,0,4.58,21,2.92,0.8,12,0.42,58,45,0,0,0,,338,,
2487932,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Food Town Stores Inc.,FOOD LION,46 fl oz/1.36 L,2/16/2023,0.83,0,4.17,21,3.33,0.8,8,0.17,58,30,0,0,0,,,,0.4
2488905,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Bi-Lo Inc.,SE GROCERS,46 fl oz/1.4 Quart/1.36 L,2/16/2023,0.83,0,4.17,21,3.33,0.8,17,0.29,271,30,,,,,217,,
2487931,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Food Town Stores Inc.,FOOD LION,46 fl oz/1.36 L,2/16/2023,0.83,0,4.17,21,2.5,0.8,17,0.29,267,37.5,0,0,0,,,,
1937343,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Aldi Inc.,NATURE'S NECTAR,46 fl oz/2.87 PT/1.36 L,7/29/2021,0.83,0,4.17,21,3.33,0.8,8,0.15,58,30,,,,,342,,
2093124,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Marsh Supermarkets, LLC",MARSH,46 fl oz/1.36 L,10/28/2021,0.83,0,4.17,21,3.33,0.8,17,0.3,175,30,0,0,0,,196,,
1943455,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Finlay Extracts & Ingredients USA, Inc.",ROUNDY'S,46 fl oz/1.36 L,7/29/2021,0.83,0,4.17,21,3.33,0.8,17,0.3,175,30,0,0,0,,196,,
2409454,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Schnuck Markets, Inc.",SCHNUCKS,46 fl oz/1.36 L,12/22/2022,0.83,0,4.17,21,2.92,0.8,12,0.42,267,45,0,0,0,,186,,
1889092,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Finlay Extracts & Ingredients USA, Inc.",ROUNDY'S,46 fl oz/1.36 L,7/29/2021,0.83,0,4.17,21,3.33,0.8,17,0.3,27,30,0,0,0,,196,,
2106864,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Raley's,RALEY'S,64 fl oz/2 Quart/1.89 L,10/28/2021,0.42,0,4.58,21,3.33,0.8,8,0.3,58,32.5,0,0,0,,388,,
2107007,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Mott's LLP,MOTT'S,46 fl oz/1.4 L,10/28/2021,0.42,0,5,25,3.75,0.8,0,0,56,25,0,0,0,,283,,
2410941,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Nash Finch Company,OUR FAMILY,46 fl oz/1.36 L,12/22/2022,0.83,0,4.17,21,2.92,0.8,12,0.42,267,45,0,0,0,,186,,
2116726,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Supervalu, Inc.",SHOPPERS VALUE,46 fl oz/1.36 L,10/28/2021,1.67,0,3.33,21,2.08,0.8,17,0.45,175,30,0,0,0,,175,,
2118069,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Supervalu, Inc.",ESSENTIAL EVERYDAY,64 fl oz/2 Quart/1.89 L,10/28/2021,0.83,0,4.17,21,3.33,0.8,8,0.15,58,30,0,0,0,,,,
2118669,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Iga, Inc.",IGA,46 fl oz/1.36 L,10/28/2021,0.83,0,4.17,21,3.33,0.8,17,0.3,175,30,0,0,0,,196,,
1914581,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Wm. Bolthouse Farms Inc.,V8,32 fl oz/1 Quart/946 mL,7/29/2021,0.42,0,4.17,21,2.92,0.8,17,0.3,79,2.5,0,0,0,,275,,
1911039,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",McIlhenny Company,SPARTAN,46 fl oz/1.36 L,7/29/2021,0.83,0,4.17,21,2.5,0.8,8,0.15,58,30,0,0,0,,262,,
2118644,100% VEGETABLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Iga, Inc.",IGA,46 fl oz/1.36 L,10/28/2021,0.42,0,4.58,21,2.5,0.8,8,0.45,200,30,0,0,0,,,,
742018,"100% VEGETABLE JUICE COCKTAIL FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks",LIDL,,,12/6/2019,0.83,0,4.17,21,2.5,0.8,17,0.3,267,37.5,,,,,192,,
2409547,100% VEGETABLE JUICE FROM CONCENTRATE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Piggly Wiggly Company,PIGGLY WIGGLY,46 fl oz/1.36 L,12/22/2022,0.83,0,4.17,21,2.92,0.8,8,0.45,267,30,0,0,0,,146,,
1889091,100% VEGETABLE JUICE FROM CONCENTRATE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Finlay Extracts & Ingredients USA, Inc.",ROUNDY'S,46 fl oz/1.36 L,7/29/2021,0.83,0,4.17,21,3.33,0.8,17,0.3,175,30,0,0,0,,196,,
2407133,100% VEGETABLE JUICE FROM CONCENTRATE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Fareway Stores, Inc.",FAREWAY,64 fl oz/2 Quart/1.89 L,12/22/2022,0.83,0,4.17,21,2.92,0.8,12,0.42,267,45,0,0,0,,186,,
2085220,100% VEGETABLE JUICE FROM CONCENTRATE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Langer Juice Company, Inc.",LANGERS,64 fl oz/2 Quart/1.89 L,10/28/2021,1.27,0,6.33,25,5.06,1.3,25,0.46,203,30.4,0,0,0,,194,,
2469579,100% VEGETABLE JUICE FROM CONCENTRATE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Wakefern Food Corporation,PRICE RITE,46 fl oz/1.43 Quart/1.36,2/16/2023,0.83,0,4.17,19,2.08,0.8,8,0.29,288,30,0,0,0,,196,,
2390190,100% VEGETABLE JUICE FROM CONCENTRATE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Clement Pappas & Co., Inc.",CLOVER VALLEY,64 FL OZ/2 QT/1.89 L,12/22/2022,0.83,0,4.17,21,3.33,0.8,17,0.29,271,30,,,,,217,,
2407137,100% VEGETABLE JUICE FROM CONCENTRATE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Fareway Stores, Inc.",FAREWAY,46 fl oz/1.36 L,12/22/2022,0.83,0,4.17,21,2.92,0.8,12,0.42,267,45,0,0,0,,186,,
2477169,100% VEGETABLE JUICE FROM CONCENTRATE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Winco Foods, Inc.",WINCO FOODS,64 fl oz/2 Quart/1.89 L,2/16/2023,0.83,0,4.17,19,2.08,0.8,11,0.29,288,30,0,0,0,,208,,
2041968,100% VEGETABLE JUICE FROM CONCENTRATE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Harris-Teeter Inc.,HARRIS TEETER,,10/28/2021,0.83,0,4.17,19,2.08,0.8,8,0.29,288,30,0,0,0,,196,,
2474004,100% VEGETABLE JUICE FROM CONCENTRATE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Market Basket Inc.,MARKET BASKET,46 fl oz/1.36 L,2/16/2023,0.83,0,4.17,19,2.08,0.8,11,0.29,288,30,0,0,0,,,,
2093125,100% VEGETABLE JUICE FROM CONCENTRATE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Marsh Supermarkets, LLC",MARSH,46 fl oz/1.36 L,10/28/2021,0.83,0,4.17,21,3.33,0.8,17,0.3,175,30,0,0,0,,196,,
2239877,"100% VEGETABLE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Big Y Foods, Inc.",BIG Y,46 fl oz/1.36 L,4/1/2022,0.83,0,4.17,21,3.33,0.8,17,0.3,175,30,0,0,0,,196,,
1910990,"100% VEGETABLE JUICE FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Wal-Mart Stores, Inc.",GREAT VALUE,46 fl oz/1.36 L,7/29/2021,0.83,0,5,25,4.17,0.4,17,0.75,204,30,0,0,0,,188,,
2409458,"100% VEGETABLE JUICE FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Schnuck Markets, Inc.",SCHNUCKS,64 fl oz/2 Quart/1.89 L,12/22/2022,0.83,0,4.17,21,2.92,0.8,12,0.42,267,45,0,0,0,,186,,
2469523,"100% VEGETABLE JUICE FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Super Store Industries,SUNNY SELECT,64 fl oz/2 Quart/1.89 L,2/16/2023,0.83,0,4.17,19,2.08,0.8,8,0.29,288,30,0,0,0,,196,,
2083323,"100% VEGETABLE JUICE FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Weis Markets, Inc.",WEIS QUALITY,,10/28/2021,0.83,0,4.17,21,3.33,0.8,17,0.3,175,30,0,0,0,,196,,
2410472,"100% VEGETABLE JUICE FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Associated Wholesale Grocers, Inc.",ALWAYS SAVE,46 fl oz/1.36 L,12/22/2022,0.83,0,4.17,21,2.92,0.8,12,0.42,267,45,0,0,0,,186,,
2176233,"100% VEGETABLE JUICE FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Associated Wholesale Grocers, Inc.",BEST CHOICE,46 FL OZ/1.36 L,10/28/2021,0.83,0,4.17,21,2.92,0.8,12,0.42,267,45,,,,,188,,
2133568,"100% VEGETABLE JUICE FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Stater Bros. Markets Inc.,STATER BROS.,,10/28/2021,0.83,,4.17,21,2.5,0.8,17,0.29,267,37.5,,,,,192,,
2409464,"100% VEGETABLE JUICE FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Schnuck Markets, Inc.",SCHNUCKS,46 fl oz/1.36 L,12/22/2022,0.83,0,4.17,21,2.92,0.8,12,0.42,267,45,0,0,0,,186,,
2083340,"100% VEGETABLE JUICE FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Weis Markets, Inc.",WEIS QUALITY,,10/28/2021,0.83,0,4.17,21,3.33,0.8,17,0.3,175,30,0,0,0,,,,
2247800,"100% VEGETABLE JUICE FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Nash Finch Company,OUR FAMILY,64 fl oz/2 Quart/1.89 L,4/1/2022,0.83,0,4.17,21,3.33,0.8,17,0.3,175,30,0,0,0,,196,,
2406782,"100% VEGETABLE JUICE FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks","The Federated Group, Inc.",HY-TOP,64 fl oz/2 Quart/1.89 L,12/22/2022,0.83,0,4.17,21,2.92,0.8,12,0.42,267,45,0,0,0,,188,,
2406786,"100% VEGETABLE JUICE FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks","The Federated Group, Inc.",HY-TOP,46 fl oz/1.36 L,12/22/2022,0.83,0,4.17,21,2.92,0.8,12,0.42,267,45,0,0,0,,188,,
2407682,"100% VEGETABLE JUICE FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Supervalu, Inc.",ESSENTIAL EVERYDAY,46 fl oz/1.36 L,12/22/2022,0.83,0,4.17,21,2.92,0.8,12,0.42,267,45,0,0,0,,186,,
2409067,"100% VEGETABLE JUICE FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Nash Finch Company,OUR FAMILY,46 fl oz/1.36 L,12/22/2022,0.83,0,4.17,21,2.92,0.8,8,0.45,267,30,0,0,0,,146,,
2090931,"100% VEGETABLE JUICE, CARROT","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Wm. Bolthouse Farms Inc.,BOLTHOUSE FARMS,32 fl oz/1 Quart/946 mL,10/28/2021,0.83,0,6.25,29,5.42,0.4,17,0.15,62,0.5,0,0,0,,221,,
1927096,"100% VEGETABLE JUICE, ORIGINAL","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Mott's LLP,MOTT'S,46 fl oz/1.4 L,7/29/2021,0.42,0,3.75,19,2.92,0.8,0,0.15,171,25,0,0,0,,162,,
1600784,"100% VEGETABLE JUICE, ORIGINAL","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Campbell Soup Company,V8,,3/19/2021,0.59,0,4.12,21,2.65,0.9,12,0.21,271,30,0,0,0,,188,,
1911671,"100% VEGETABLE JUICE, SPICY","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Mott's LLP,MOTT'S,46 fl oz/1.4 L,7/29/2021,0.42,0,3.75,19,2.92,0.8,0,0.15,171,25,0,0,0,,167,,
2475164,"100% VEGETABLE JUICE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks",The Moran Group Incorporated,TIPTON GROVE,64 fl oz/2 Quart/1.89 L,2/16/2023,0.83,0,4.17,19,2.08,0.8,11,0.29,288,30,0,0,0,,,,
2391665,"100% VEGETABLE JUICE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks",The Kroger Co.,KROGER,64 FL OZ/2 QT/1.89 L,12/22/2022,0.83,0,4.58,21,2.92,0.8,12,0.42,58,45,0,0,0,,338,,
2472597,"100% VEGETABLE JUICE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Supervalu, Inc.",ESSENTIAL EVERYDAY,64 fl oz/2 Quart/1.89 L,2/16/2023,0.83,0,4.17,21,3.33,0.8,21,0.29,200,30,0,0,0,,196,,
2391664,"100% VEGETABLE JUICE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks",The Kroger Co.,KROGER,64 FL OZ/2 QT/1.89 L,12/22/2022,0.83,0,4.17,21,2.92,0.8,12,0.42,267,45,0,0,0,,188,,
2278834,"100% VEGETABLE LOW SODIUM JUICE FROM CONCENTRATE, VEGETABLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Associated Wholesale Grocers, Inc.",BEST CHOICE,46 fl oz/1.36 L,5/23/2022,0.83,0,4.58,21,2.92,0.8,12,0.42,58,45,,,,,338,,
1884595,100% VEGETABLE OIL,Vegetable & Cooking Oils,Family Dollar Stores Inc.,CHESTNUT HILL,48 fl oz/1.42 L,7/29/2021,0,100,0,857,,,,,0,,0,0,14.3,,,,
2297784,100% VEGETABLE OIL,Vegetable & Cooking Oils,"Safeway, Inc.",SIGNATURE SELECT,1 GAL/3.78 L,5/23/2022,0,93.3,0,800,,,,,0,,,0,13.3,,,,
2265162,100% VEGETABLE OIL,Vegetable & Cooking Oils,"Walker & Co/story Magic, Inc.",HEINEN'S,1.42 L/48 FL OZ,5/23/2022,0,100,0,857,,,,,0,,0,0,14.3,,,,
2376344,100% VEGETABLE OIL,Vegetable & Cooking Oils,Brookshire Grocery Company,BROOKSHIRE'S,48 FL OZ/1.42 L,12/7/2022,0,100,0,,0,0,0,0,0,,0,0,14.3,,0,,
2086020,100% VEGETABLE OIL,Vegetable & Cooking Oils,"Safeway, Inc.",SIGNATURE SELECT,48 fl oz/1.42 L,10/28/2021,0,93.3,0,800,,,,,0,,,0,13.3,,,,
2086018,100% VEGETABLE OIL,Vegetable & Cooking Oils,"Safeway, Inc.",SIGNATURE SELECT,64 fl oz/2 Quart/1.89 L,10/28/2021,0,93.3,0,800,,,,,0,,,0,13.3,,,,
1942013,100% VEGETABLE OIL,Vegetable & Cooking Oils,"Key Food Stores Co-Operative, Inc.",URBAN MEADOW,48 fl oz/1.42 L,7/29/2021,0,100,0,857,,,,,0,,,0,14.3,,,,
2302991,100% VEGETABLE OIL,Vegetable & Cooking Oils,Iberia Foods Corporation,IBERIA,17.5 LB./7.94 KG,5/23/2022,0,100,0,857,,,,,0,,0,0,14.3,,,,
1919040,100% VEGETABLE OIL,Vegetable & Cooking Oils,Smart Foods LLC,SAM LUCAS,33.8 fl oz/1 L,7/29/2021,0,100,0,857,0,0,0,0,0,0,0,0,10.7,,,,
2415974,100% VEGETABLE OIL,Vegetable & Cooking Oils,"Safeway, Inc.",SIGNATURE SELECT,24 fl oz/1.5 PT/710 mL,12/22/2022,0,93.3,0,800,0,0,0,0,0,,0,0,13.3,,0,,
643744,"100% VEGETABLE SOUP, CUCUMBERS MINT & CHIVES",Canned Soup,GIDORLAND,,,12/6/2019,0.59,0,0.59,7,0.59,0.6,24,0.21,14,2.5,0,0,0,,92,,
2152615,100% VEGETABLE SOYBEAN OIL,Vegetable & Cooking Oils,"Goya Foods, Inc. ",GOYA,96 fl oz/3 Quart/2.84 L,10/28/2021,0,100,0,857,,,,,0,,0,0,14.3,,,,
2027689,100% VIRGIN COCONUT OIL,Vegetable & Cooking Oils,USA Underwear LLC,CHAOKOH,,10/28/2021,0,100,0,929,,,,,0,,,,71.4,,,,
2054751,100% VIRGIN PECAN OIL,Vegetable & Cooking Oils,Panola Pepper Corp,PANOLA,250 mL/8.45 fl oz,10/28/2021,3.57,100,0,929,0,0,0,0,0,0,0,,10.7,,,,
1872494,"100% VITAMIN C CITRUS PUNCH, ORANGE STRAWBERRY, ORANGE STRAWBERRY","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Harvest Hill Beverage Company,SUNNY D,40 fl oz/1.25 Quart/1.18,7/29/2021,0,0,6.25,25,5.83,,,,67,25,,,,,,,
1930981,"100% VITAMIN C DRINK, PEACH","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Harvest Hill Beverage Company,SUNNY D,56 fl oz/1.75 Quart/1.66,7/29/2021,0,0,6.25,25,5.83,,,,54,25,,,,,,,
1947880,"100% VITAMIN C SMOOTH & SWEET CITRUS PUNCH, ORANGE","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Harvest Hill Beverage Company,SUNNY D,1.8 Quart/1.7 L,7/29/2021,0,0,5.08,24,5.08,,,,105,20.3,,,,,,,
2468710,100% VODKA SAUCE,Prepared Pasta & Pizza Sauces,Dixie Printing & Packaging Corporation,LA SAN MARZANO,24 oz/1.5 lbs/680 g,2/16/2023,3.2,6.4,14.4,126,5.6,2.4,62,0.8,278,,3,0,0.8,,590,,
2400045,100% WAGYU GROUND BEEF,Other Meats,"Safeway, Inc.",SIGNATURE SELECT,16 oz/1 lbs/453 g,12/22/2022,16.1,25,0,295,0,0,21,1.79,67,,76,1.34,9.82,,244,,
591048,100% WATERMELON JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",BLUE MONKEY,,,4/1/2019,0,0,8.4,32,8,0.4,4,,5,24,0,,0,,84,,
696396,"100% WATERMELON JUICE, WATERMELON","Fruit & Vegetable Juice, Nectars & Fruit Drinks",BLUE MONKEY,,,12/6/2019,0,0,7.88,32,7.58,0.3,3,,19,18.2,0,,0,,88,,
2017027,100% WHEAT BREAD,Breads & Buns,Gold Medal Bakery Inc.,HOLSUM,16 oz/1 lbs/454 g,10/28/2021,10.7,3.57,42.9,250,3.57,7.1,143,2.57,464,0,0,0,0,,,,
2472470,"100% WHEAT BREAD, 100% WHEAT",Breads & Buns,Harris-Teeter Inc.,HARRIS TEETER,24 oz/680 g,2/16/2023,11.6,2.33,46.5,256,9.3,7,93,2.51,349,0,0,0,0,,,,
2058325,100% WHEAT ENRICHED BREAD,Breads & Buns,Gold Medal Bakery Inc.,TOWN TALK,16 oz/1 lbs/454 g,10/28/2021,10.7,3.57,42.9,250,3.57,7.1,71,2.57,536,0,0,0,0,,,,
2630183,"100% WHEY 24 G PROTEIN ROAYL CARAMEL COOKIE, ROYAL CARAMEL COOKIE","Energy, Protein & Muscle Recovery Drinks","General Nutrition Centers, Inc",GNC,30.86 oz/1.93 lbs/875 g,8/31/2023,68.6,7.14,17.1,457,5.71,0,371,0,686,,257,0,4.29,,629,0,2.9
2541936,"100% WHEY CONCENTRATE PROTEIN POWDER, VANILLA SHAKE, VANILLA SHAKE","Energy, Protein & Muscle Recovery Drinks",Tipton Mills Foods LLC,GOLD'S GYM,1.8 LB/28.8 OZ/817.2 G,5/25/2023,73.6,8.5,5.67,397,5.67,0,521,1.42,198,,227,0,4.25,,405,,2.8
2367296,"100% WHEY ISOLATE PROTEIN 25 G POWDER, ORANGE DREAMSICLE, ORANGE DREAMSICLE","Energy, Protein & Muscle Recovery Drinks","Dymatize Enterprises, LLC",DYMATIZE,22.6 OZ/1.4 LB/640 g,12/7/2022,83.3,0,3.33,367,3.33,0,300,0,367,,33,0,0,,333,,
2366456,"100% WHEY ISOLATE PROTEIN 25 G POWDER, SIMPLE VANILLA, SIMPLE VANILLA","Energy, Protein & Muscle Recovery Drinks","Dymatize Enterprises, LLC",DYMATIZE,26.46 oz/1.65 lbs/750 g,12/7/2022,83.3,1.67,3.33,367,0,0,333,0,350,0,50,0,0,,350,,
2426484,"100% WHEY ISOLATE PROTEIN POWDER, COCOA PEBBLES, COCOA PEBBLES","Energy, Protein & Muscle Recovery Drinks","Dymatize Enterprises, LLC",DYMATIZE,28.2 OZ/1.76 LB/800 g,12/22/2022,78.1,1.56,6.25,375,3.12,3.1,312,,438,,31,0,0,,875,,
2668973,"100% WHEY PROTEIN 24 G POWDER, GALACTIC COOKIES & CREAM, GALACTIC COOKIES & CREAM","Energy, Protein & Muscle Recovery Drinks","General Nutrition Centers, Inc",GNC,35.27 oz/2.2 lbs/1000 g,11/16/2023,60,7.5,17.5,400,7.5,0,350,3.75,600,,188,0,3.75,,625,0,2.5
2630182,"100% WHEY PROTEIN 24 G, 150 CALORIES, 3 G SUGAR, POWDER, HIGH-FLYING S'MORES, HIGH-FLYING S'MORES","Energy, Protein & Muscle Recovery Drinks","General Nutrition Centers, Inc",GNC,33.51 oz/2.09 lbs/950 g,8/31/2023,63.2,6.58,13.2,395,7.89,2.6,368,2.63,500,,224,0,3.95,,789,0,5.3
2654054,"100% WHEY PROTEIN 24G POWDER, HIGH-FLYING S'MORES, HIGH-FLYING S'MORES","Energy, Protein & Muscle Recovery Drinks","General Nutrition Centers, Inc",GNC,16.08 oz/456 g,10/26/2023,63.2,6.58,13.2,395,7.89,2.6,368,2.63,500,,224,0,3.95,,789,0,5.3
2608057,"100% WHEY PROTEIN 25 G POWDER, CHOCOLATE, CHOCOLATE","Energy, Protein & Muscle Recovery Drinks","PepsiCo, Inc. (CytoSport)",MUSCLE MILK,5 lbs/2.27 kg,7/13/2023,73.5,5.88,8.82,382,5.88,0,382,2.06,471,,118,0,2.94,,824,0,0
2281710,"100% WHEY PROTEIN 25 G POWDER, VANILLA, VANILLA","Energy, Protein & Muscle Recovery Drinks","PepsiCo, Inc. (CytoSport)",MUSCLE MILK,5 lbs/2.27 kg,5/23/2022,75.8,6.06,9.09,394,6.06,0,394,0,424,,106,0,3.03,,758,,
2585908,"100% WHEY PROTEIN 25 GRAMS PROTEIN POWDER, UNFLAVORED, UNFLAVORED","Energy, Protein & Muscle Recovery Drinks","PepsiCo, Inc. (CytoSport)",MUSCLE MILK,16 oz/1 lbs/454 g,6/29/2023,65.8,5.26,21,368,5.26,15.8,342,0,237,,158,0,2.63,,289,0,
2608058,"100% WHEY PROTEIN 27 G POWDER, CHOCOLATE, CHOCOLATE","Energy, Protein & Muscle Recovery Drinks","PepsiCo, Inc. (CytoSport)",MUSCLE MILK,29.6 OZ/1.85 LB/840 g,7/13/2023,75,4.17,8.33,361,5.56,2.8,361,1.94,500,,125,0,2.78,,1060,0,0
2269326,"100% WHEY PROTEIN CHOCOLATE FLAVOR MILKSHAKE, CHOCOLATE MILKSHAKE",Milk,Premier Nutrition Corporation,PREMIER PROTEIN,3.0 LBS/1.36 KG,5/23/2022,63.8,7.45,17,383,4.26,4.3,426,3.06,298,0,191,0,4.26,,,,
2376799,"100% WHEY PROTEIN HYDROLYZED ISOLATE PROTEIN POWDER, CHOCOLATE PEANUT BUTTER, CHOCOLATE PEANUT BUTTER","Energy, Protein & Muscle Recovery Drinks","Dymatize Enterprises, LLC",DYMATIZE,22.9 OZ/1.43 LB/650 g,12/7/2022,78.1,3.12,6.25,375,3.12,0,375,0,562,,31,0,0,,594,,
